Тип;Название;Ккал;Белки;Жиры;Углеводы;МассаПорции;Примечание;Источник
ПРОДУКТ;Шаурма с курицей оригинальная;203.1;6.3;11.9;17.7;0;;
ПРОДУКТ;Шафран;369.69;11.4;5.9;65.4;0;;
ПРОДУКТ;Шафран имеретинский (бархатцы;352.36;11.4;5.8;61.4;0;;
ПРОДУКТ;Шахматное печенье;393;8;11;65.4;0;;
ПРОДУКТ;Шашлык Из Филе Грудки Куриной;104.6;17.9;3.1;1.3;0;;
ПРОДУКТ;Шашлык Из Цыпленка На Гриле;330.1;19.9;26.1;3.9;0;;
ПРОДУКТ;Шашлык Куриный;126;19.3;5.3;0.3;0;;
ПРОДУКТ;Шашлык С Кетчупом;380;10;10;63;0;;
ПРОДУКТ;Шашлык из бедра индейки;130;16;7;0.1;0;;
ПРОДУКТ;Шашлык из свинины в кефирном маринаде;239.2;12.5;20.3;1.5;0;;
ПРОДУКТ;Шашлык куриный с картофелем;191;12;10;14;0;;
ПРОДУКТ;Шашлычный Кетчуп С Натуральными Специами;100;0;0;20;0;;
ПРОДУКТ;Шашлычный кетчуп;110;1;0;26;0;;
ПРОДУКТ;Шашлычок из куриной грудки с пряностями;146.7;24.4;2.3;7.1;0;;
ПРОДУКТ;Швейцарский бисквитный рулет черничный;370;5;13;58;0;;
ПРОДУКТ;Швепс Индиан Тоник Уотер;37;0;0;9;0;;
ПРОДУКТ;Шевченко 9 Lay's Maxx Двойной Гамбургер;530;6;32;53;0;;
ПРОДУКТ;Шелковица;58.63;0.7;0;13.6;0;;
ПРОДУКТ;Шелковица сушеная;381.98;10;2.5;77.5;0;;
ПРОДУКТ;Шемая;90.33;17.5;2;0;0;;
ПРОДУКТ;Шефбургер С Морковью По-корейски;244;15;11;21.2;0;;
ПРОДУКТ;Шефбургер Сальса;211;12.9;6.6;25.1;0;;
ПРОДУКТ;Шефердия серебристая;19.08;0.5;0.2;3.7;0;;
ПРОДУКТ;Шефролл острый;240;12.1;10.8;23.7;0;;
ПРОДУКТ;Шиитаке свежие;41.54;2.2;0.5;6.8;0;;
ПРОДУКТ;Шиитаке сушеные;339.07;19.3;0;63.4;0;;
ПРОДУКТ;Шин рамен;436;8.4;14;69;0;;
ПРОДУКТ;Шиновское молоко питьевое 2,5;52;2.82;2.5;4.73;0;;
ПРОДУКТ;Шип;168.5;16.4;10.9;0;0;;
ПРОДУКТ;Шиповник;63.96;1.6;0;14;0;;
ПРОДУКТ;Шиповник сушёный;102.09;3.4;0;21.5;0;;
ПРОДУКТ;Шиповника растворимый;280;4;0.2;66;0;;
ПРОДУКТ;Шиповниковый сок;72.57;0.1;0;17.6;0;;
ПРОДУКТ;Широми фурай;111.75;7.5;5.1;8.2;0;;
ПРОДУКТ;Шнапс;16.4;0;0;4;0;;
ПРОДУКТ;Шнитт-лук;27.82;3.3;0.7;1.9;0;;
ПРОДУКТ;Шницель;130;22;1.5;6.5;0;;
ПРОДУКТ;Шницель Из Мяса Цыплят Бройлеров;141.5;15;3.5;12.5;0;;
ПРОДУКТ;Шницель Куриный С Картофельным Пюре;180;8.5;9.5;15;0;;
ПРОДУКТ;Шницель Куриный с Макаронами;160;9.2;2.3;25.1;0;;
ПРОДУКТ;Шницель из куриного филе;232;18.5;12;12.5;0;;
ПРОДУКТ;Шницель из курицы со спагетти и кетчупом;165;9.2;5.4;20;0;;
ПРОДУКТ;Шницель из свинины;220;17;15;0;0;;
ПРОДУКТ;Шницель куриный;200;14;13;8;0;;
ПРОДУКТ;Шницель куриный в панировке жаренный;207;19.7;3;4;0;;
ПРОДУКТ;Шницель куриный в сырной панировке с макаронами;267.6;12.7;12.8;25.4;0;;
ПРОДУКТ;Шницель куриный в сырнрй панировке с макаронами;195.5;11.7;7.5;20.3;0;;
ПРОДУКТ;Шницель куриный в яйце;171.4;19;8.2;7.5;0;;
ПРОДУКТ;Шницель куриный в яйце с картофельнм пюре;153.4;7.2;9;10.9;0;;
ПРОДУКТ;Шницель куриный с рисом и овощами;504;24;22.1;53.1;0;;
ПРОДУКТ;Шницель по-министерски с рисом и овощами;133;7.67;4.33;15.7;0;;
ПРОДУКТ;Шницель растительный;161.6;9;4.8;20.6;0;;
ПРОДУКТ;Шницель рубленый;243.5;11;19.5;6;0;;
ПРОДУКТ;Шницель рубленый охлажденный;243.5;11;19.5;6;0;;
ПРОДУКТ;Шницель с картофельным пюре;190;8;9.5;17;0;;
ПРОДУКТ;Шоко Лешник Крем;605;11.49;43;42;0;;
ПРОДУКТ;Шоко вафла кокос;540;6.4;31;56;0;;
ПРОДУКТ;Шокобат;450;8;20;59;0;;
ПРОДУКТ;Шоколад;581.73;5.4;35.3;56.5;0;;
ПРОДУКТ;Шоколад 56% черный Special Roshen;547;5.8;36.2;45.1;0;;
ПРОДУКТ;Шоколад 75;520;11;36;32;0;;
ПРОДУКТ;Шоколад Alpen Gold Апельсин и Бренди;528.4;5.7;28.5;58.6;0;;
ПРОДУКТ;Шоколад Alpen Gold Арахис и Кукурузные хлопья;530.8;7;27.7;59.7;0;;
ПРОДУКТ;Шоколад Alpen Gold Капучино;551.45;5.4;31.6;57.5;0;;
ПРОДУКТ;Шоколад Alpen Gold Клубника с Йогуртом;566.23;4.8;33.5;57.4;0;;
ПРОДУКТ;Шоколад Alpen Gold Миндаль и кокос;559.51;6.3;32.6;56.3;0;;
ПРОДУКТ;Шоколад Alpen Gold Молочный;534.3;5.7;27.9;61.4;0;;
ПРОДУКТ;Шоколад Alpen Gold Печенье и Изюм;513.32;5.6;25.2;62.5;0;;
ПРОДУКТ;Шоколад Alpen Gold Солёный арахис и крекер;518.28;7.7;29;53;0;;
ПРОДУКТ;Шоколад Alpen Gold Темный;528.8;5.7;28.5;58.7;0;;
ПРОДУКТ;Шоколад Alpen Gold Трюфель;559.67;5.3;33.5;55.3;0;;
ПРОДУКТ;Шоколад Alpen Gold Фундук;545.12;6.4;30.3;57.9;0;;
ПРОДУКТ;Шоколад Alpen Gold Фундук и Изюм;502.77;5.7;25.3;59.6;0;;
ПРОДУКТ;Шоколад Alpen Gold Фундук и Хрустящая Вафля;537.65;6.8;30.6;55;0;;
ПРОДУКТ;Шоколад Alpen Gold Черника с Йогуртом;567.27;4.8;33.7;57.2;0;;
ПРОДУКТ;Шоколад Bounty;481.91;3.9;24.6;57.9;0;;
ПРОДУКТ;Шоколад Bounty Trio;481.91;3.9;24.6;57.9;0;;
ПРОДУКТ;Шоколад Bounty Райский Ананас;492.84;3.2;25.6;59;0;;
ПРОДУКТ;Шоколад Bounty Райское Манго;493.14;3;25.5;59.5;0;;
ПРОДУКТ;Шоколад Hershey’s Cookies’n’Creme;537.83;8;27;62;0;;
ПРОДУКТ;Шоколад Kinder;577.38;8.7;34.7;53.5;0;;
ПРОДУКТ;Шоколад Kinder Bueno;584.12;9.3;37.5;48.2;0;;
ПРОДУКТ;Шоколад Kinder сюрприз;558.2;8.6;32.9;53;0;;
ПРОДУКТ;Шоколад KitKat;538.32;6.3;28.2;61.1;0;;
ПРОДУКТ;Шоколад KitKat King Size;545.97;6.1;29.2;60.9;0;;
ПРОДУКТ;Шоколад KitKat Вкус Super Хруст;545.97;6.1;29.2;60.9;0;;
ПРОДУКТ;Шоколад Legende de L'or Dark;577;10.5;46.3;29.5;0;;
ПРОДУКТ;Шоколад Lindt Excellence 85% какао;550.34;11;46;19;0;;
ПРОДУКТ;Шоколад Lindt Excellence 99% какао;541.31;13;49;8;0;;
ПРОДУКТ;Шоколад M&M's с арахисом;539.64;9.6;26.4;62.2;0;;
ПРОДУКТ;Шоколад M&M's с шоколадом;507.98;4.9;20.3;73;0;;
ПРОДУКТ;Шоколад M&M's со вкусом лесного ореха;493.27;5;19.6;70.9;0;;
ПРОДУКТ;Шоколад M&M's со вкусом малины;486.47;4.3;19;71.3;0;;
ПРОДУКТ;Шоколад Mars;465.92;4.4;18.2;68;0;;
ПРОДУКТ;Шоколад Mars Max;464.99;4.4;18.1;68;0;;
ПРОДУКТ;Шоколад Milka молочный;547.52;5.7;31;57.6;0;;
ПРОДУКТ;Шоколад Milka с ореховой пастой из фундука;572;5.56;36.7;53.3;0;;
ПРОДУКТ;Шоколад Milka с фундуком;560;6.6;33.8;53.4;0;;
ПРОДУКТ;Шоколад Milka с фундуком и изюмом;505.22;5.6;26.8;56.9;0;;
ПРОДУКТ;Шоколад Milka с цельным фундуком;570.73;7.5;36.5;49;0;;
ПРОДУКТ;Шоколад MilkyWay;464.8;3.6;16.8;71.7;0;;
ПРОДУКТ;Шоколад MilkyWay 1+1;464.39;3.5;16.8;71.7;0;;
ПРОДУКТ;Шоколад MilkyWay Crispy Rolls;528.98;7.1;26.4;62.1;0;;
ПРОДУКТ;Шоколад MilkyWay Клубничный коктейль;463.98;3.5;16.8;71.6;0;;
ПРОДУКТ;Шоколад Millennium Gold чёрный с цельным миндалём;566;8.7;39.7;39.8;0;;
ПРОДУКТ;Шоколад Millennium Golden nut молочний;563;8.6;36.7;48.5;0;;
ПРОДУКТ;Шоколад Nestle After Eight;434.2;2.5;12.8;74.4;0;;
ПРОДУКТ;Шоколад Nestle Nesquik;498.46;5.9;22.1;65.6;0;;
ПРОДУКТ;Шоколад Nestle for Men;569.84;7.5;33.8;54.9;0;;
ПРОДУКТ;Шоколад Nestle for Men с фундуком;570.33;8.6;36.5;47.8;0;;
ПРОДУКТ;Шоколад Nestle for Men с цельным миндалем;577.35;8.6;35.8;51.1;0;;
ПРОДУКТ;Шоколад Nue Bitter Chocolate Cocoa Bean;581.22;8;48;25;0;;
ПРОДУКТ;Шоколад Nue Milk Chocolate Gianduia;627.28;6.5;47;40;0;;
ПРОДУКТ;Шоколад Nuts Арахис;512.41;10.6;28.5;49.8;0;;
ПРОДУКТ;Шоколад Nuts Мегабайт;518.23;6.8;26.7;59.1;0;;
ПРОДУКТ;Шоколад Nuts Мегабайт новая нежная нуга;517;6.6;26.7;59;0;;
ПРОДУКТ;Шоколад Nuts Ореховый Тюнинг;517.3;6.8;26.6;59.1;0;;
ПРОДУКТ;Шоколад Picnic;529.95;7.4;28.8;56.6;0;;
ПРОДУКТ;Шоколад Picnic Мега;529.95;7.4;28.8;56.6;0;;
ПРОДУКТ;Шоколад Picnic Мега Грецкий орех;496.62;4.2;33.2;41.7;0;;
ПРОДУКТ;Шоколад Ritter Sport Schokowurfel;577.43;7;37;50;0;;
ПРОДУКТ;Шоколад Ritter Sport белый с цельным лесным орехом;600.27;8.4;39.9;47.6;0;;
ПРОДУКТ;Шоколад Ritter Sport горький с какао из Папуа Новая Гвинея;539.29;6.2;32.1;52.6;0;;
ПРОДУКТ;Шоколад Ritter Sport горький с нежным кремом ? la Mousse au Chocolat;550.81;6.6;35.9;46.4;0;;
ПРОДУКТ;Шоколад Ritter Sport горький с элитным какао из Эквадора;575.46;8.3;44.6;31;0;;
ПРОДУКТ;Шоколад Ritter Sport зимний Апельсин-Марципан;509.13;6;27;57;0;;
ПРОДУКТ;Шоколад Ritter Sport зимний Ванильный Рогалик;590.82;6;38;52;0;;
ПРОДУКТ;Шоколад Ritter Sport зимний Карамель-Миндаль;550.39;7;31;57;0;;
ПРОДУКТ;Шоколад Ritter Sport молочный Эспрессо;580.43;6;39;47.2;0;;
ПРОДУКТ;Шоколад Ritter Sport молочный с альпийским молоком;553.7;8.3;31.4;55.6;0;;
ПРОДУКТ;Шоколад Ritter Sport молочный с вишней Амарена;592.29;5;38.6;52;0;;
ПРОДУКТ;Шоколад Ritter Sport молочный с карамелью и орехом;577.4;7.5;36.6;50.4;0;;
ПРОДУКТ;Шоколад Ritter Sport молочный с клубникой в йогурте;590.9;6.3;37.7;52.4;0;;
ПРОДУКТ;Шоколад Ritter Sport молочный с кокосовой начинкой;606.39;7;41;48;0;;
ПРОДУКТ;Шоколад Ritter Sport молочный с кукурузными хлопьями;534.41;6.4;28;60.5;0;;
ПРОДУКТ;Шоколад Ritter Sport молочный с лесным орехом и калифорнийским изюмом;527.82;6.9;29.1;55.9;0;;
ПРОДУКТ;Шоколад Ritter Sport молочный с миндалем из Калифорнии;573.11;11;36.8;45.4;0;;
ПРОДУКТ;Шоколад Ritter Sport молочный с нежным йогуртом;588.06;8.7;38.1;48.4;0;;
ПРОДУКТ;Шоколад Ritter Sport молочный с нежным кремом Капучино;601.34;6.3;40.5;48.6;0;;
ПРОДУКТ;Шоколад Ritter Sport молочный с орехом, изюмом и ямайским ромом;538.69;7.3;30.8;54.3;0;;
ПРОДУКТ;Шоколад Ritter Sport молочный с печеньем;565.96;6;34;55;0;;
ПРОДУКТ;Шоколад Ritter Sport молочный с цельным лесным орехом;574.42;7;38;47;0;;
ПРОДУКТ;Шоколад Ritter Sport темный с благородным марципаном;514.08;7.5;27.4;55.8;0;;
ПРОДУКТ;Шоколад Ritter Sport темный с мятой;505.03;4;27;58;0;;
ПРОДУКТ;Шоколад Ritter Sport темный с цельным лесным орехом;575.59;8;38.7;44.7;0;;
ПРОДУКТ;Шоколад Roshen Брют 78% горький;542.97;10;43;25;0;;
ПРОДУКТ;Шоколад Snickers;521.18;9.3;27.9;54.6;0;;
ПРОДУКТ;Шоколад Snickers Mad Mix с семечками;547.79;9.4;32;51.7;0;;
ПРОДУКТ;Шоколад Snickers Super;520.66;9.6;27.8;54.4;0;;
ПРОДУКТ;Шоколад Snickers с лесным орехом;525.11;7.5;28.5;56;0;;
ПРОДУКТ;Шоколад Snickers с миндалем;520.55;8;27.7;56.2;0;;
ПРОДУКТ;Шоколад Snickers с семечками;546.02;8.8;31.5;53;0;;
ПРОДУКТ;Шоколад Twix;511.05;5;25;63;0;;
ПРОДУКТ;Шоколад Twix 'Xtra;510.12;4.8;24.9;63.2;0;;
ПРОДУКТ;Шоколад Twix Белый;515.37;4.9;25.2;63.7;0;;
ПРОДУКТ;Шоколад Twix Капучино;509.3;4.9;24.9;62.9;0;;
ПРОДУКТ;Шоколад Twix Кофе-Сливки;509.3;4.9;24.9;62.9;0;;
ПРОДУКТ;Шоколад Twix Шоколадный Мокко;509.3;4.9;24.9;62.9;0;;
ПРОДУКТ;Шоколад Wispa пористый молочный;553.09;7.3;31.6;56;0;;
ПРОДУКТ;Шоколад «Карамельный;541.4;7;31.8;56.8;0;;
ПРОДУКТ;Шоколад «особый» С Вафельной Крошкой;540;7.5;33;54;0;;
ПРОДУКТ;Шоколад Академия с фундуком;560;6.5;36;51;0;;
ПРОДУКТ;Шоколад Бабаевский Горький;559.12;8;36;46.8;0;;
ПРОДУКТ;Шоколад Бабаевский Горький с фундуком;604.77;7.8;42.9;42.5;0;;
ПРОДУКТ;Шоколад Бабаевский Горький с фундуком и изюмом;545.38;6.2;34.3;49.1;0;;
ПРОДУКТ;Шоколад Бабаевский Горький с целым миндалём;591.11;8.3;40.9;43.2;0;;
ПРОДУКТ;Шоколад Бабаевский Люкс;570.82;5.4;36.2;51.8;0;;
ПРОДУКТ;Шоколад Бабаевский Оригинальный;576.34;6.9;36;52.1;0;;
ПРОДУКТ;Шоколад Бабаевский Элитный 75;554.57;10.8;38.6;37;0;;
ПРОДУКТ;Шоколад Бабаевский с изюмом;528.22;6.6;30.6;52.9;0;;
ПРОДУКТ;Шоколад Бабаевский с кусочками вишни;543.28;5.8;30.5;57.6;0;;
ПРОДУКТ;Шоколад Бабаевский фирменный;549.71;7;36;47;0;;
ПРОДУКТ;Шоколад Бабаевский элитный 75 % какао;521.03;11;36;32;0;;
ПРОДУКТ;Шоколад Белый. Пористый;528;4.4;27;66;0;;
ПРОДУКТ;Шоколад Вдохновение классический;600.32;7.4;42.2;43.4;0;;
ПРОДУКТ;Шоколад Воздушный пористый белый с фундуком;563.61;5;32.6;58.6;0;;
ПРОДУКТ;Шоколад Воздушный пористый молочный;534.3;5.7;27.9;61.4;0;;
ПРОДУКТ;Шоколад Воздушный пористый тёмный;528.8;5.7;28.5;58.7;0;;
ПРОДУКТ;Шоколад Горький;607.4;8.4;49;33.2;0;;
ПРОДУКТ;Шоколад Горький С Имбирём И Лимоном;540;6.5;33;50;0;;
ПРОДУКТ;Шоколад Горький С Малиной И Дроблёным Фундуком;560;7.5;36;45;0;;
ПРОДУКТ;Шоколад Горький, 85;587.7;10.3;41.7;42.8;0;;
ПРОДУКТ;Шоколад Гранд блокко;505;6.1;29;50;0;;
ПРОДУКТ;Шоколад Капучино;108;3;8;4;0;;
ПРОДУКТ;Шоколад Коммунарка горький 68;578.4;8.4;40.9;40;0;;
ПРОДУКТ;Шоколад Коммунарка горький с начинкой с пюре из чёрной смородины;480;4;28;56;0;;
ПРОДУКТ;Шоколад Корона Экстра чёрный;552.98;9.1;40.9;33.1;0;;
ПРОДУКТ;Шоколад Люкс;540;5.5;33;52;0;;
ПРОДУКТ;Шоколад Милка Балончета Бели;531;5.4;29;61;0;;
ПРОДУКТ;Шоколад Милка с кусочками ореха;552;7.2;34;52;0;;
ПРОДУКТ;Шоколад Мишка косолапый с орехами и вафлями;530;7;31;54;0;;
ПРОДУКТ;Шоколад Молочный 35;550;6;34;54;0;;
ПРОДУКТ;Шоколад Молочный Беларусь Синеокая;562;4.5;35.8;55.5;0;;
ПРОДУКТ;Шоколад Молочный Взрывной Микс;530;5.5;30;57;0;;
